"Bore ID","Depth From (m)","Depth To (m)","Top Elevation (m AHD)","Bottom Elevation (m AHD)","Constructiontype","Material","Inner Diameter","Outer Diameter","Property","Property Size","Drill Method"
"GW080079.1.1",0.0,7.8,2.646,-5.154,"LIN","UNK",40.0,50.0,"UNK",,"UNK"
"GW080079.1.1",7.8,8.4,-5.154,-5.754,"INLT","UNK",,,"UNK",,"UNK"
"GW080079.1.1",7.8,8.4,-5.154,-5.754,"INLT","UNK",,50.0,"UNK",,"UNK"
"GW080079.1.1",0.0,8.57,2.646,-5.924,"UNK","UNK",,50.0,"UNK",,"JET"
